ligne_source,fournisseur_colonne_A,dlc_ddm,produit,pu_ht,multiple_de_commande,tva,note_fournisseur
456,Rucher du bocage Virois,24 MOIS,Miel de Tilleul 500gr,9.4,12/,0.055,Colissage par 12 parfums au choix
457,Rucher du bocage Virois,24 MOIS,Miel de Chataigner 250gr,5.8,12/,0.055,Colissage par 12 parfums au choix
458,Rucher du bocage Virois,24 MOIS,Miel de Chataigner 500gr,9.4,12/,0.055,Colissage par 12 parfums au choix
459,Rucher du bocage Virois,24 MOIS,Miel de Foret 250gr,5.8,12/,0.055,Colissage par 12 parfums au choix
460,Rucher du bocage Virois,24 MOIS,Miel de Foret 500gr,9.4,12/,0.055,Colissage par 12 parfums au choix
461,Rucher du bocage Virois Barquette en bois,"2,5 MOIS",Pain D'épices Nature 100gr,1.9,12/,,Colissage par 12 parfums au choix
462,Rucher du bocage Virois Barquette en bois,"2,5 MOIS",Pain D'épices Nature 250gr,3.8,12/,0.055,Colissage par 12 parfums au choix
463,Rucher du bocage Virois Barquette en bois,"2,5 MOIS",Pain D'épices aux pépites de Chocolats  250gr,3.95,12/,0.055,Colissage par 12 parfums au choix
464,Rucher du bocage Virois Barquette en bois,"2,5 MOIS",Pain D'épices aux éclats de Noix  250gr,3.95,12/,0.055,Colissage par 12 parfums au choix
465,Rucher du bocage Virois Barquette en bois,"2,5 MOIS",Pain D'épices aux écorces d'Oranges  250gr,3.95,12/,0.055,Colissage par 12 parfums au choix
466,Rucher du bocage Virois Barquette en bois,"2,5 MOIS",Pain D'épices aux Figues 250gr (fin d'année),3.95,12/,0.055,Colissage par 12 parfums au choix
467,Rucher du bocage Virois,,Hydromel 75cl (fait a façon),11.1,6/,0.055,
468,Rucher du bocage Virois,,Vinaigre de Miel 50cl (fait a façon),5.95,6/,0.055,
469,Rucher du bocage Virois,24 MOIS,Bonbons au Miel 250gr,3.75,6/,0.2,
470,Rucher du bocage Virois,24 MOIS,Bonbons au Miel et Eucalyptus 250gr,3.75,6/,0.2,
471,Rucher du bocage Virois,24 MOIS,Bonbons au Miel et Sève de Pin 250gr,3.75,6/,0.2,
472,Rucher du bocage Virois,24 MOIS,Bonbons Fourrés au Miel 250gr,4,6/,0.2,
473,Rucher du bocage Virois,24 MOIS,Bonbons berlingot au Miel 150gr,3.2,6/,0.2,
474,Rucher du bocage Virois,4 MOIS,Nougat tendre Amandes Noisettes 100gr,4,6/,0.2,
475,Rucher du bocage Virois,4 MOIS,Nougat tendre Amandes Noisettes Pistaches 100gr,4.4,6/,0.2,
476,Rucher du bocage Virois,4 MOIS,Nougat tendre Amandes Noisettes M&M's 100gr,4.4,6/,0.2,
477,Rucher du bocage Virois,4 MOIS,Nougat tendre Noix de Pécan Caramel beurre salé 100gr,4.4,6/,0.2,
478,Rucher du bocage Virois,4 MOIS,Bouchées Nougat tendre 100gr emballage individuel,4.9,6/,0.2,
479,Rucher du bocage Virois,4 MOIS,Bouchées Nougat tendre emballage individuel EN VRAC,"45,50€/kg",,0.2,
480,DOMAINE DES HAUTS VENTS,,"Balsamique de pommes ""onctueux""  20cl",11.6,6/,0.055,
481,DOMAINE DES HAUTS VENTS,,"Cidre de Glace 37,5cl 12%",14.3,6/,0.2,
482,BARBAQUES charcutier salaisonnier,2 mois,Saucisson sec nature env 225gr,6.35,6/,0.055,
483,BARBAQUES charcutier salaisonnier,2 mois,Saucisson épices vin rouge env 225gr,6.95,6/,0.055,
484,BARBAQUES charcutier salaisonnier,2 mois,Chorisson env 225gr,7.5,6/,0.055,
485,BARBAQUES charcutier salaisonnier,3 mois,Cœur de roti (COPPA) env 200gr,7.98,1/,0.055,
486,BARBAQUES charcutier salaisonnier,3 mois,Noix de roti (LONZU) env 200gr,7.98,1/,0.055,
487,BARBAQUES charcutier salaisonnier,3 mois,Bœuf Normand séché env 200gr,13.7,1/,0.055,
488,BARBAQUES charcutier salaisonnier,3 mois,Gorge de porc séché facon Guanciale env 200gr,7.98,1/,0.055,
489,BARBAQUES charcutier salaisonnier,3 mois,Saucisse seche env 175gr,6.47,1/,0.055,
490,BARBAQUES charcutier salaisonnier,,Disponible également en piéce entiére pour la coupe,au kilo,,0.055,
491,Huète'Ca,12 mois,Beurre de Cacahuètes Nature 300g,4.08,6/,0.055,
492,Huète'Ca,12 mois,"Beurre de Cacahuètes ""Crunchy"" 300g",4.08,6/,0.055,
493,Huète'Ca,12 mois,"Beurre de Cacahuètes ""Chouchou"" 300g",4.08,6/,0.055,
494,Huète'Ca,13 mois,Beurre 100% Cacahuetes sans sucre ajouté 300g,4.08,6/,0.055,
495,SKINFAXI,,Moscow Mule 70cl 16%,12.6,2/,0.2,MINIMUM DE COMMANDE DE 6 BOUTEILLES
496,SKINFAXI,,Pornstar Martini 70cl 16%,12.6,2/,0.2,MINIMUM DE COMMANDE DE 6 BOUTEILLES
497,SKINFAXI,,Espresso Martini 70cl 16%,12.6,2/,0.2,MINIMUM DE COMMANDE DE 6 BOUTEILLES
498,SKINFAXI,,Sex on the Beach 70cl 16%,12.6,2/,0.2,MINIMUM DE COMMANDE DE 6 BOUTEILLES
499,SKINFAXI,,Cosmopolitan 70cl 16%,12.6,2/,0.2,MINIMUM DE COMMANDE DE 6 BOUTEILLES
500,SKINFAXI,,American Plum Sour 70cl 16%,12.6,2/,0.2,MINIMUM DE COMMANDE DE 6 BOUTEILLES
501,SKINFAXI,,"Vodka Arrangée Mangue Abricot 70cl 16,2%",18.9,2/,0.2,MINIMUM DE COMMANDE DE 6 BOUTEILLES
502,SKINFAXI,,"Vodka Arrangée Romarin Pamplemousse 70cl 16,2%",18.9,2/,0.2,MINIMUM DE COMMANDE DE 6 BOUTEILLES
503,SKINFAXI,,"Vodka Arrangée Rhubarbe Sichuan 70cl 16,2%",18.9,2/,0.2,MINIMUM DE COMMANDE DE 6 BOUTEILLES
504,SKINFAXI,,"Vodka Arrangée Banane Vanille 70cl 16,2%",18.9,2/,0.2,MINIMUM DE COMMANDE DE 6 BOUTEILLES
505,CROCAEN'T billes chocolatées,8 mois,Petite boite ronde 90gr,5.55,10/,0.055,PANACHABLE A VOLONTE ET PARFUMS AU CHOIX A PRECISER LORS DE LA COMMANDE
506,CROCAEN'T billes chocolatées,8 mois,Grande boite ronde 150gr,8.35,6/,0.055,PANACHABLE A VOLONTE ET PARFUMS AU CHOIX A PRECISER LORS DE LA COMMANDE
507,CROCAEN'T billes chocolatées,8 mois,Sachet Kraft 100gr,5.55,10/,0.055,PANACHABLE A VOLONTE ET PARFUMS AU CHOIX A PRECISER LORS DE LA COMMANDE
508,CROCAEN'T billes chocolatées,8 mois,Boite prestige 200gr,14.36,6/,0.055,PANACHABLE A VOLONTE ET PARFUMS AU CHOIX A PRECISER LORS DE LA COMMANDE
509,CROCAEN'T billes chocolatées,8 mois,Boite prestige 250gr,17.96,6/,0.055,PANACHABLE A VOLONTE ET PARFUMS AU CHOIX A PRECISER LORS DE LA COMMANDE
510,CROCAEN'T billes chocolatées,8 mois,Boite prestige 320gr,23.52,6/,0.055,PANACHABLE A VOLONTE ET PARFUMS AU CHOIX A PRECISER LORS DE LA COMMANDE
511,CROCAEN'T billes chocolatées,8 mois,Coffret 480gr,28.7,6/,0.055,PANACHABLE A VOLONTE ET PARFUMS AU CHOIX A PRECISER LORS DE LA COMMANDE
512,CROCAEN'T billes chocolatées,8 mois,Billes chocolatées Vrac,48,kg,0.055,PANACHABLE A VOLONTE ET PARFUMS AU CHOIX A PRECISER LORS DE LA COMMANDE
